"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","ID"
"Ranunculus hederaceus",1,1,"Ranunculus hederaceus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033477","Ranunculus hederaceus","Ranunculus hederaceus",13233
"Ranunculus hybridus",1,1,"Ranunculus hybridus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:8280232","Ranunculus hybridus","Ranunculus hybridus",13234
"Ranunculus hystriculus",1,1,"Kumlienia hystricula","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033224","Ranunculus hystriculus","Ranunculus hystriculus",13235
"Kumlienia hystricula",1,1,"Kumlienia hystricula","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033224","Ranunculus hystriculus","Ranunculus hystriculus",13236
"Ranunculus lanuginosus",1,1,"Ranunculus lanuginosus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7826351","Ranunculus lanuginosus","Ranunculus lanuginosus",13237
"Ranunculus lingua",1,1,"Ranunculus lingua","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:8310009","Ranunculus lingua","Ranunculus lingua",13238
"Ranunculus lobbii",1,1,"Ranunculus lobbii","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033361","Ranunculus lobbii","Ranunculus lobbii",13239
"Ranunculus muricatus",1,1,"Ranunculus muricatus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033318","Ranunculus muricatus","Ranunculus muricatus",13240
"Ranunculus serpens",1,0,"Ranunculus serpens","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7277310","Ranunculus nemorosus","Ranunculus nemorosus",13241
"Ranunculus occidentalis",1,1,"Ranunculus occidentalis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033353","Ranunculus occidentalis","Ranunculus occidentalis",13242
"Ranunculus occidentalis",1,1,"Ranunculus occidentalis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033353","Ranunculus occidentalis","Ranunculus occidentalis var. occidentalis",13243
"Ranunculus omiophyllus",1,1,"Ranunculus omiophyllus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3931022","Ranunculus omiophyllus","Ranunculus omiophyllus",13244
"Ranunculus oreophilus",1,0,"Ranunculus oreophilus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7278244","Ranunculus oreophilus","Ranunculus oreophilus",13245
"Ranunculus orthorhynchus",1,1,"Ranunculus orthorhynchus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033458","Ranunculus orthorhynchus","Ranunculus orthorhynchus var. orthorhynchus",13246
"Ranunculus parviflorus",1,1,"Ranunculus parviflorus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033434","Ranunculus parviflorus","Ranunculus parviflorus",13247
"Ranunculus platanifolius",1,1,"Ranunculus platanifolius","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3928928","Ranunculus platanifolius","Ranunculus platanifolius",13248
"Ranunculus praemorsus",1,1,"Ranunculus praemorsus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7984425","Ranunculus praemorsus","Ranunculus praemorsus",13249
"Ranunculus pusillus",1,1,"Ranunculus pusillus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033480","Ranunculus pusillus","Ranunculus pusillus",13250
"Ranunculus pygmaeus",0,1,"Ranunculus pygmaeus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033446","Ranunculus pygmaeus","Ranunculus pygmaeus",13251
"Ranunculus repens",1,1,"Ranunculus repens","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033339","Ranunculus repens","Ranunculus repens",13252
"Ranunculus sardous",1,1,"Ranunculus sardous","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033483","Ranunculus sardous","Ranunculus sardous",13253
"Ranunculus sceleratus",1,1,"Ranunculus sceleratus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033374","Ranunculus sceleratus","Ranunculus sceleratus",13254
"Ranunculus thora",1,0,"Ranunculus thora","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:8267750","Ranunculus thora","Ranunculus thora",13255
"Ranunculus uncinatus",1,1,"Ranunculus uncinatus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033395","Ranunculus uncinatus","Ranunculus uncinatus",13256
"Ranunculus venetus",1,0,"Ranunculus venetus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3921633","Ranunculus venetus","Ranunculus venetus",13257
"Raphanus raphanistrum",1,1,"Raphanus raphanistrum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3040983","Raphanus raphanistrum","Raphanus raphanistrum",13258
"Raphanus sativus",1,1,"Raphanus sativus","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7678610","Raphanus sativus","Raphanus sativus",13259
"Rattus norvegicus",1,1,"Rattus norvegicus","Animalia","Chordata","Mammalia","Rodentia","Muridae","gbif","GBIF:2439261","Rattus norvegicus","Rattus norvegicus",13260
"Reaumuria hirtella",0,1,"Reaumuria hirtella","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Tamaricaceae","gbif","GBIF:5535224","Reaumuria hirtella","Reaumuria hirtella",13261
"Recurvirostra americana",1,0,"Recurvirostra americana","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","gbif","GBIF:2480258","Recurvirostra americana","Recurvirostra americana",13262
"Recurvirostra avosetta",1,1,"Recurvirostra avosetta","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","gbif","GBIF:2480259","Recurvirostra avosetta","Recurvirostra avosetta",13263
"Regulus calendula",1,1,"Regulus calendula","Animalia","Chordata","Aves","Passeriformes","Regulidae","gbif","GBIF:2484597","Regulus calendula","Regulus calendula",13264
"Regulus ignicapilla",1,1,"Regulus ignicapilla","Animalia","Chordata","Aves","Passeriformes","Regulidae","gbif","GBIF:6093527","Regulus ignicapilla","Regulus ignicapilla",13265
"Regulus ignicapilla",1,1,"Regulus ignicapilla","Animalia","Chordata","Aves","Passeriformes","Regulidae","gbif","GBIF:6093527","Regulus ignicapillus","Regulus ignicapillus",13266
"Regulus regulus",1,1,"Regulus regulus","Animalia","Chordata","Aves","Passeriformes","Regulidae","gbif","GBIF:2484596","Regulus regulus","Regulus regulus",13267
"Regulus satrapa",1,1,"Regulus satrapa","Animalia","Chordata","Aves","Passeriformes","Regulidae","gbif","GBIF:2484591","Regulus satrapa","Regulus satrapa",13268
"Reinhardtius hippoglossoides",1,1,"Reinhardtius hippoglossoides","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","gbif","GBIF:2409383","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides",13269
"Reinwardtipicus validus",1,1,"Reinwardtipicus validus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2478588","Reinwardtipicus validus","Reinwardtipicus validus",13270
"Chrysocolaptes validus",1,1,"Reinwardtipicus validus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2478588","Reinwardtipicus validus","Reinwardtipicus validus",13271
"Reinwardtoena reinwardtii",1,1,"Reinwardtoena reinwardti","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:7601266","Reinwardtoena reinwardti","Reinwardtoena reinwardti",13272
"Reinwardtoena reinwardti",1,1,"Reinwardtoena reinwardti","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:7601266","Reinwardtoena reinwardti","Reinwardtoena reinwardti",13273
"Reithrodontomys megalotis",1,1,"Reithrodontomys megalotis","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437874","Reithrodontomys megalotis","Reithrodontomys megalotis",13274
"Reseda lutea",1,1,"Reseda lutea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","gbif","GBIF:3040252","Reseda lutea","Reseda lutea",13275
"Reseda muricata",0,1,"Reseda muricata","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","gbif","GBIF:10763462","Reseda muricata","Reseda muricata",13276
"Reseda phyteuma",1,0,"Reseda phyteuma","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","gbif","GBIF:3040253","Reseda phyteuma","Reseda phyteuma",13277
"Reynoutria japonica",1,1,"Reynoutria japonica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889173","Reynoutria japonica","Reynoutria japonica",13278
"Rhabdophis nuchalis",1,1,"Rhabdophis nuchalis","Animalia","Chordata","Reptilia","Squamata","Colubridae","gbif","GBIF:2452233","Rhabdophis nuchalis","Rhabdophis nuchalis",13279
"Rhabdosargus globiceps",0,1,"Rhabdosargus globiceps","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","gbif","GBIF:2392338","Rhabdosargus globiceps","Rhabdosargus globiceps",13280
"Rhabdoweisia crispata",1,0,"Rhabdoweisia crispata","Plantae","Bryophyta","Bryopsida","Dicranales","Rhabdoweisiaceae","gbif","GBIF:2674608","Rhabdoweisia crispata","Rhabdoweisia crispata",13281
"Rhacognathus punctatus",1,1,"Rhacognathus punctatus","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","gbif","GBIF:2078996","Rhacognathus punctatus","Rhacognathus punctatus",13282
"Rhagadiolus stellatus",1,0,"Rhagadiolus stellatus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5399550","Rhagadiolus stellatus","Rhagadiolus stellatus",13283
"Rhagio tringarius",1,1,"Rhagio tringarius","Animalia","Arthropoda","Insecta","Diptera","Tabanidae","gbif","GBIF:11255792","Rhagio tringarius","Rhagio tringarius",13284
"Rhagium bifasciatum",1,1,"Rhagium bifasciatum","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","gbif","GBIF:1149909","Rhagium bifasciatum","Rhagium bifasciatum",13285
"Rhagium mordax",1,1,"Rhagium mordax","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","gbif","GBIF:9128025","Rhagium mordax","Rhagium mordax",13286
"Rhagologus leucostigma",1,1,"Rhagologus leucostigma","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","gbif","GBIF:2482467","Rhagologus leucostigma","Rhagologus leucostigma",13287
"Rhagonycha lignosa",1,1,"Rhagonycha lignosa","Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","gbif","GBIF:4429807","Rhagonycha lignosa","Rhagonycha lignosa",13288
"Rhagonycha testacea",1,1,"Rhagonycha testacea","Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","gbif","GBIF:4429793","Rhagonycha testacea","Rhagonycha testacea",13289
"Rhamnus alaternus",1,1,"Rhamnus alaternus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371424","Rhamnus alaternus","Rhamnus alaternus",13290
"Rhamnus alpina",1,1,"Rhamnus albida","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:3877543","Rhamnus alpinus","Rhamnus alpinus",13291
"Rhamnus alpinus",1,1,"Rhamnus albida","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:3877543","Rhamnus alpinus","Rhamnus alpinus",13292
"Rhamnus cathartica",1,1,"Rhamnus cathartica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:3039491","Rhamnus cathartica","Rhamnus cathartica",13293
"Rhamnus cathartica",1,0,"Rhamnus cathartica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:3039491","Rhamnus catharticus","Rhamnus catharticus",13294
"Rhamnus crocea",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus crocea","Rhamnus crocea",13295
"Ventia crocea",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus crocea","Rhamnus crocea",13296
"Endotropis crocea",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus ilicifolia","Rhamnus ilicifolia",13297
"Rhamnus ilicifolia",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus ilicifolia","Rhamnus ilicifolia",13298
"Endotropis crocea",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus pilosa","Rhamnus pilosa",13299
"Vencia crocea",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus pilosa","Rhamnus pilosa",13300
"Rhamnus pirifolia",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus pirifolia","Rhamnus pirifolia",13301
"Ventia crocea",1,1,"Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940","Rhamnus pirifolia","Rhamnus pirifolia",13302
"Rhamnus saxatilis",1,1,"Rhamnus saxatilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371028","Rhamnus saxatilis","Rhamnus saxatilis",13303
"Rhaponticum scariosum",1,0,"Rhaponticum scariosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3142184","Rhaponticum scariosum","Rhaponticum scariosum heleniifolium",13304
"Rhegmatorhina melanosticta",0,1,"Rhegmatorhina melanosticta","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","gbif","GBIF:2490210","Rhegmatorhina melanosticta","Rhegmatorhina melanosticta",13305
"Rheum nobile",1,1,"Rheum nobile","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:4037708","Rheum nobile","Rheum nobile",13306
"Rheum spiciforme",1,1,"Rheum spiciforme","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:4037435","Rheum spiciforme","Rheum spiciforme",13307
"Rheumaptera cervinalis",1,1,"Rheumaptera cervinalis","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1976993","Rheumaptera cervinalis","Rheumaptera cervinalis",13308
"Rheumaptera hastata",1,1,"Rheumaptera hastata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1977068","Rheumaptera hastata","Rheumaptera hastata",13309
"Rheumaptera undulata",1,1,"Rheumaptera undulata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1977003","Rheumaptera undulata","Rheumaptera undulata",13310
"Rhinanthus alectorolophus",1,0,"Rhinanthus alectorolophus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3172045","Rhinanthus alectorolophus","Rhinanthus alectorolophus",13311
"Rhinanthus glacialis",1,1,"Rhinanthus glacialis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7333429","Rhinanthus glacialis","Rhinanthus glacialis",13312
"Rhinanthus minor",1,1,"Rhinanthus minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3172043","Rhinanthus minor","Rhinanthus minor",13313
"Zamenis scalaris",1,1,"Zamenis scalaris","Animalia","Chordata","Reptilia","Squamata","Colubridae","gbif","GBIF:9416124","Rhinechis scalaris","Rhinechis scalaris",13314
"Rhinechis scalaris",1,1,"Zamenis scalaris","Animalia","Chordata","Reptilia","Squamata","Colubridae","gbif","GBIF:9416124","Rhinechis scalaris","Rhinechis scalaris",13315
"Rhingia campestris",1,1,"Rhingia campestris","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1537412","Rhingia campestris","Rhingia campestris",13316
"Rhingia rostrata",1,1,"Rhingia rostrata","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:8170685","Rhingia rostrata","Rhingia rostrata",13317
"Rhinolophus ferrumequinum",0,1,"Rhinolophus ferrumequinum","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","gbif","GBIF:2432655","Rhinolophus ferrumequinum","Rhinolophus ferrumequinum",13318
"Rhinolophus luctus",0,1,"Rhinolophus luctus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","gbif","GBIF:2432674","Rhinolophus luctus","Rhinolophus luctus",13319
"Rhinolophus pearsonii",0,1,"Rhinolophus pearsonii","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","gbif","GBIF:2432658","Rhinolophus pearsonii","Rhinolophus pearsonii",13320
"Rhinolophus pusillus",0,1,"Rhinolophus pusillus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","gbif","GBIF:2432639","Rhinolophus pusillus","Rhinolophus pusillus",13321
"Rhinolophus rex",0,1,"Rhinolophus rex","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","gbif","GBIF:2432619","Rhinolophus rex,","Rhinolophus rex,",13322
"Vauriella gularis",0,1,"Rhinomyias gularis","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492665","Rhinomyias gularis","Rhinomyias gularis",13323
"Rhinomyias olivaceus",0,1,"Rhinomyias olivaceus","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:5788871","Rhinomyias olivaceus","Rhinomyias olivaceus",13324
"Rhinomyias umbratilis",0,1,"Rhinomyias umbratilis","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","gbif","GBIF:2492663","Rhinomyias umbratilis","Rhinomyias umbratilis",13325
"Enchelyopus cimbrius",1,1,"Enchelyopus cimbrius","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","gbif","GBIF:5214892","Rhinonemus cimbrius","Rhinonemus cimbrius",13326
"Rhinoplax vigil",0,1,"Rhinoplax vigil","Animalia","Chordata","Aves","Bucerotiformes","Bucerotidae","gbif","GBIF:2475951","Rhinoplax vigil","Rhinoplax vigil",13327
"Rhinopomastus cyanomelas",0,1,"Rhinopomastus cyanomelas","Animalia","Chordata","Aves","Bucerotiformes","Phoeniculidae","gbif","GBIF:2498426","Rhinopomastus cyanomelas","Rhinopomastus cyanomelas",13328
"Rhinoptera bonasus",1,0,"Rhinoptera bonasus","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Myliobatidae","gbif","GBIF:5215777","Rhinoptera bonasus","Rhinoptera bonasus",13329
"Rhinoptilus africanus",0,1,"Rhinoptilus africanus","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","gbif","GBIF:2480738","Rhinoptilus africanus","Rhinoptilus africanus",13330
"Rhinoptilus chalcopterus",0,1,"Rhinoptilus chalcopterus","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","gbif","GBIF:2480735","Rhinoptilus chalcopterus","Rhinoptilus chalcopterus",13331
"Rhinortha chlorophaea",0,1,"Rhinortha chlorophaea","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","gbif","GBIF:5231928","Rhinortha chlorophaeus","Rhinortha chlorophaeus",13332
"Rhipidia maculata",1,0,"Limonia maculata","Animalia","Arthropoda","Insecta","Diptera","Limoniidae","gbif","GBIF:8584230","Rhipidia maculata","Rhipidia maculata",13333
"Rhipidura albicollis",1,1,"Rhipidura albicollis","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231750","Rhipidura albicollis","Rhipidura albicollis",13334
"Rhipidura albolimbata",1,1,"Rhipidura albolimbata","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231736","Rhipidura albolimbata","Rhipidura albolimbata",13335
"Rhipidura atra",1,1,"Rhipidura atra","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231724","Rhipidura atra","Rhipidura atra",13336
"Rhipidura brachyrhyncha",1,1,"Rhipidura brachyrhyncha","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231738","Rhipidura brachyrhyncha","Rhipidura brachyrhyncha",13337
"Rhipidura hyperythra",1,1,"Rhipidura hyperythra","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231732","Rhipidura hyperythra","Rhipidura hyperythra",13338
"Rhipidura phasiana",1,0,"Rhipidura phasiana","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231741","Rhipidura phasiana","Rhipidura phasiana",13339
"Rhipidura rufifrons",1,0,"Rhipidura rufifrons","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231742","Rhipidura rufifrons","Rhipidura rufifrons",13340
"Rhipidura rufiventris",1,1,"Rhipidura rufiventris","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231729","Rhipidura rufiventris","Rhipidura rufiventris",13341
"Rhipidura threnothorax",1,1,"Rhipidura threnothorax","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","gbif","GBIF:5231748","Rhipidura threnothorax","Rhipidura threnothorax",13342
"Rhizedra lutosa",1,1,"Rhizedra lutosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1796473","Rhizedra lutosa","Rhizedra lutosa",13343
"Rhizomnium pseudopunctatum",1,0,"Rhizomnium pseudopunctatum","Plantae","Bryophyta","Bryopsida","Bryales","Mniaceae","gbif","GBIF:2677652","Rhizomnium pseudopunctatum","Rhizomnium pseudopunctatum",13344
"Rhizomnium punctatum",1,0,"Rhizomnium punctatum","Plantae","Bryophyta","Bryopsida","Bryales","Mniaceae","gbif","GBIF:2677647","Rhizomnium punctatum","Rhizomnium punctatum",13345
"Rhizophagus dispar",1,1,"Rhizophagus dispar","Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","gbif","GBIF:5748844","Rhizophagus dispar","Rhizophagus dispar",13346
"Rhizophora racemosa",1,0,"Rhizophora racemosa","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Rhizophoraceae","gbif","GBIF:3874097","Rhizophora racemosa","Rhizophora racemosa",13347
"Rhizoprionodon porosus",1,0,"Rhizoprionodon porosus","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","gbif","GBIF:2417889","Rhizoprionodon porosus","Rhizoprionodon porosus",13348
"Rhizosolenia hebetata",1,0,"Rhizosolenia hebetata","Chromista","Ochrophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","gbif","GBIF:5421939","Rhizosolenia hebetata","Rhizosolenia hebetata semispina",13349
"Rhizosolenia imbricata",1,0,"Rhizosolenia imbricata","Chromista","Ochrophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","gbif","GBIF:5422006","Rhizosolenia imbricata","Rhizosolenia imbricata",13350
"Rhizosolenia styliformis",1,0,"Rhizosolenia styliformis","Chromista","Ochrophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","gbif","GBIF:5421984","Rhizosolenia styliformis","Rhizosolenia styliformis",13351
"Rhodiola bupleuroides",1,1,"Rhodiola bupleuroides","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:7334442","Rhodiola bupleuroides","Rhodiola bupleuroides",13352
"Rhodiola integrifolia",1,1,"Rhodiola integrifolia","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:2985695","Rhodiola integrifolia","Rhodiola integrifolia subsp. integrifolia",13353
"Rhodiola rosea",1,1,"Rhodiola rosea","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:2985688","Rhodiola rosea","Rhodiola rosea",13354
"Rhodobryum roseum",1,1,"Rhodobryum roseum","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","gbif","GBIF:5282529","Rhodobryum roseum","Rhodobryum roseum",13355
"Rhododendron columbianum",1,1,"Rhododendron columbianum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:4165978","Rhododendron columbianum","Rhododendron columbianum",13356
"Rhododendron ferrugineum",1,1,"Rhododendron ferrugineum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883073","Rhododendron ferrugineum","Rhododendron ferrugineum",13357
"Rhododendron hirsutum",1,1,"Rhododendron hirsutum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:4174017","Rhododendron hirsutum","Rhododendron hirsutum",13358
"Rhododendron macrophyllum",1,1,"Rhododendron macrophyllum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7894533","Rhododendron macrophyllum","Rhododendron macrophyllum",13359
"Rhododendron nivale",1,1,"Rhododendron nivale","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7328203","Rhododendron nivale","Rhododendron nivale",13360
"Rhododendron occidentale",1,1,"Rhododendron occidentale","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883077","Rhododendron occidentale","Rhododendron occidentale",13361
"Rhododendron rubropilosum",1,0,"Rhododendron rubropilosum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7327783","Rhododendron rubropilosum","Rhododendron rubropilosum",13362
"Rhododendron rubropilosum",0,1,"Rhododendron rubropilosum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7327783","Rhododendron rubropilosum","Rhododendron rubropilosum var. rubropilosum",13363
"Rhodometra sacraria",1,1,"Rhodometra sacraria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1955694","Rhodometra sacraria","Rhodometra sacraria",13364
"Rhodothamnus chamaecistus",1,0,"Rhodothamnus chamaecistus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:5684464","Rhodothamnus chamaecistus","Rhodothamnus chamaecistus",13365
"Rhogogaster viridis",1,1,"Rhogogaster viridis","Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","gbif","GBIF:4490366","Rhogogaster viridis","Rhogogaster viridis",13366
"Rhopalum clavipes",1,1,"Rhopalum clavipes","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4495009","Rhopalum clavipes","Rhopalum clavipes",13367
"Rhopalum coarctatum",1,1,"Rhopalum coarctatum","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4495005","Rhopalum coarctatum","Rhopalum coarctatum",13368
