PopId;RefID;Year;TaxaClass;Family;Genus;Species;G_s;Common;Continent;Country;Location;n;FST;GlobalFST;PopsCombo;GroupedCoord;N.Population;Ho;He;MNA;AR;Lat;Long;Msats;Lat_extent;Lat_max_DD;Lat_min_DD;Sum_areaM;Sum_areaKM;;;;;;;;;;;;;;
1291;R162;2013;Freshwater;Percidae;Etheostoma;bison;Etheostoma_bison;Buffalo Darter;NAm;USA;South Fork Buffalo River;26;0.04;Population;1;;3;0.506;0.706;8.857;NA;44.57746;-91.22794;14;2;37;35;16532473962;16532473.96;;;;;;;;;;;;;;
1292;R162;2013;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;South Fork Buffalo River + Grinders Creek;62;0.0015;Population;2;Middle;3;0.857;0.894;15.429;NA;35.463409;-87.5352964;14;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1293;R163;2015;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Upper Iowa River 1;2;3;4 + Turkey/Volga River 1;2;3;4 + Mquoketa 1;2;3 + Cedar River 1;2;3;271;0.0143;Population;14;Middle;1;0.857;0.842;10.688;6.872;43.421666;-91.5535;8;16;47;31;4.03759E+11;403759397.9;;;;
1294;R164;2011;Freshwater;Percidae;Etheostoma;nuchale;Etheostoma_nuchale;Watercress Darter;NAm;USA;Glenn Spring (GS);22;0.197;Population;1;;7;0.702;0.741;6.44;6.28;33.380999;-87.046054;9;1;34;33;6248709335;6248709.335;;;;;;;;;;;;;;
1295;R164;2011;Freshwater;Percidae;Etheostoma;swaini;Etheostoma_swaini;Gulf Darter;NAm;USA;Mill Creek (MC);19;0.079;Population;1;;7;0.743;0.862;12.44;12.44;33.214156;-87.596709;9;7;37;30;29474728350;29474728.35;;;;;;;;;;;;;;
1296;R164;2011;Freshwater;Percidae;Etheostoma;swaini;Etheostoma_swaini;Gulf Darter;NAm;USA;Roebuck Spring + Tapawingo Spring;59;0.2044;Population;2;Middle;7;0.663;0.617;4.835;4.445;33.595306;-86.701332;9;7;37;30;29474728350;29474728.35;;;;;;;;;;;;;;
1297;R164;2011;Freshwater;Percidae;Etheostoma;nuchale;Etheostoma_nuchale;Watercress Darter;NAm;USA;Seven Springs (SS);33;0.2473;Population;1;;7;0.667;0.7;5.44;5.04;33.504518;-86.843758;9;1;34;33;6248709335;6248709.335;;;;;;;;;;;;;;
1298;R164;2011;Freshwater;Percidae;Etheostoma;nuchale;Etheostoma_nuchale;Watercress Darter;NAm;USA;Thomas Spring (TH);30;0.2045;Population;1;;7;0.659;0.704;6.44;5.91;33.388407;-87.007665;9;1;34;33;6248709335;6248709.335;;;;;;;;;;;;;;
1299;R164;2011;Freshwater;Percidae;Etheostoma;swaini;Etheostoma_swaini;Gulf Darter;NAm;USA;Walker Co. Shoal Creek (WC);30;0.0705;Population;1;;7;0.815;0.871;10.67;9.87;33.544049;-87.260465;9;7;37;30;29474728350;29474728.35;;;;;;;;;;;;;;
1300;R164;2011;Freshwater;Percidae;Etheostoma;swaini;Etheostoma_swaini;Gulf Darter;NAm;USA;Wolf Creek (WF);30;0.0665;Population;1;;7;0.833;0.878;14.11;12.41;33.723624;-87.480563;9;7;37;30;29474728350;29474728.35;;;;;;;;;;;;;;
1301;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Chatahospee Creek;30;0.0203;Population;1;;15;0.62;0.659;8.833;7.565;32.85694;-85.50333;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1302;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Eagle Creek;30;0.0453;Population;1;;15;0.706;0.714;11;9.389;32.92913;-85.7312;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1303;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Elkahatchee;30;0.057;Population;1;;15;0.71;0.689;7.667;6.589;32.905;-86.01028;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1304;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Emuckfaw Creek;30;0.0373;Population;1;;15;0.626;0.645;10.333;8.799;33.07889;-85.69472;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1305;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Manoy Creek;30;0.0627;Population;1;;15;0.755;0.754;9.833;8.352;32.87333;-85.80917;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1306;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Oakachoy Creek;29;0.046;Population;1;;15;0.671;0.639;7.833;6.716;32.84861;-86.04667;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1307;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Sandy Creek;30;0.0363;Population;1;;15;0.713;0.738;13.287;12.986;32.78028;-85.65306;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1308;R91;2013;Freshwater;Percidae;Etheostoma;tallapoosae;Etheostoma_tallapoosae;Tallapoosa darter;NAm;USA;Sweetwater Creek;30;0.013;Population;1;;15;0.7;0.675;11;9.262;32.99184;-85.6943;10;2;34;32;12164534517;12164534.52;;;;;;;;;;;;;;
1309;R165;2009;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Big Darby Creek;16;0.0774;Population;1;;6;0.758;0.757;NA;NA;39.947505;-83.236055;8;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1310;R165;2009;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Blanchard River;15;0.0534;Population;1;;6;0.818;0.85;NA;NA;41.036229;-83.576722;8;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1311;R165;2009;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Chagrin River;15;0.0702;Population;1;;6;0.766;0.851;NA;NA;41.488884;-81.396439;8;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1312;R165;2009;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Cuyahoga River;15;0.0504;Population;1;;6;0.742;0.748;NA;NA;41.159442;-81.606751;8;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1313;R165;2009;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Grand River;13;0.0466;Population;1;;6;0.808;0.904;NA;NA;41.742064;-81.047707;8;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1314;R165;2009;Freshwater;Percidae;Etheostoma;caeruleum;Etheostoma_caeruleum;Rainbow Darter;NAm;USA;Little Miami River;15;0.0536;Population;1;;6;0.817;0.83;NA;NA;39.782865;-83.876253;8;16;47;31;4.03759E+11;403759397.9;;;;;;;;;;;;;;
1315;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Cheatum Street+I-35;30;0.0103;Population;2;Middle;8;0.641;0.654;NA;8.46;29.87698065;-97.93335135;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;;;
1316;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Cypress Tree; Lower+Todd Island;17;0.0073;Population;2;Middle;8;0.649;0.67;NA;8.61;29.8585219;-97.92185003;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;;
1317;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Elizabeth Avenue; Old Channel;25;0.0104;Population;1;;8;0.623;0.635;NA;7.31;29.71087127;-98.12839867;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;;
1318;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Garden Street;30;0.0126;Population;1;;8;0.604;0.624;NA;6.99;29.70049004;-98.11713339;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;;;
1319;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Hinman Island Park; New Channel+Above Hinman Weird; Old Channel;32;0.0081;Population;2;Middle;8;0.631;0.64;NA;7.45;29.70794525;-98.12762619;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;
1320;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Houston St; Landa Lake+Liverty Avenue; Landa Lake+Landa Lake; Landa Park;60;0.0122;Population;3;Middle;8;0.612;0.627;NA;7.17;29.71709577;-98.13291015;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;
1321;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Sewell Park+City Park+Rio Vista Park;44;0.0084;Population;3;Middle;8;0.626;0.639;NA;8.35;29.88445993;-97.93566877;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;;;
1322;R166;2016;Freshwater;Percidae;Etheostoma;fonticola;Etheostoma_fonticola;Fountain Darter;NAm;USA;Spring Lake; near motel+Spring Lake; near outflow dam;60;0.0073;Population;2;Middle;8;0.617;0.64;NA;8.45;29.89245954;-97.93240721;23;1;30;29;12800363615;12800363.62;;;;;;;;;;;;
1323;R167;2013;Freshwater;Percidae;Etheostoma;akatulo;Etheostoma_akatulo;Bluemask Darter;NAm;USA;Cane Creek + Lower Caney Fork + Upper Caney Fork;66;0.1462;Population;3;Middle;4;0.283;0.264;2.6;2.33;35.80611873;-85.43324524;10;1;36;35;6690021618;6690021.618;;;;;;;;;;;;;;
1324;R167;2013;Freshwater;Percidae;Etheostoma;akatulo;Etheostoma_akatulo;Bluemask Darter;NAm;USA;Lower Collins;19;0.1379;Population;1;;4;0.315;0.3;4.8;3.85;35.53131718;-85.69472843;10;1;36;35;6690021618;6690021.618;;;;;;;;;;;;;;
1325;R167;2013;Freshwater;Percidae;Etheostoma;akatulo;Etheostoma_akatulo;Bluemask Darter;NAm;USA;Rocky River;32;0.1958;Population;1;;4;0.224;0.204;2.9;2.16;35.7257844;-85.59610897;10;1;36;35;6690021618;6690021.618;;;;;;;;;;;;;;
1326;R167;2013;Freshwater;Percidae;Etheostoma;akatulo;Etheostoma_akatulo;Bluemask Darter;NAm;USA;Upper Collins;20;0.1618;Population;1;;4;0.366;0.353;4.7;4.08;35.64160241;-85.69850498;10;1;36;35;6690021618;6690021.618;;;;;;;;;;;;;;
1327;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BB1;15;0.0821;Population;1;;144;0.473;0.728;6.5;NA;32.71337;-90.28835;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1328;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BB2;15;0.099;Population;1;;144;0.518;0.637;7.625;NA;32.6195;-90.43983;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1329;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BB3;15;0.0747;Population;1;;144;0.579;0.725;7.5;NA;32.34273;-90.49747;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1330;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BB4;15;0.0845;Population;1;;144;0.664;0.735;9.375;NA;32.14417;-90.6418;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1331;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BB5;15;0.0715;Population;1;;144;0.723;0.721;8.25;NA;32.08645;-90.79875;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1332;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BB6;15;0.075;Population;1;;144;0.758;0.737;9.125;NA;32.06513;-90.92279;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1333;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BP1;15;0.0692;Population;1;;144;0.795;0.805;9.5;NA;31.70308;-90.40698;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1334;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BP2;15;0.0623;Population;1;;144;0.867;0.843;10.75;NA;31.7539;-90.76224;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1335;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BP3;15;0.0972;Population;1;;144;0.643;0.689;6.625;NA;31.8625;-91.11607;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1336;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BP4;15;0.0655;Population;1;;144;0.775;0.806;10.5;NA;32.01398;-90.91527;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1337;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BP5;15;0.0703;Population;1;;144;0.791;0.819;9.75;NA;31.76987;-90.84025;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1338;R39;2016;Freshwater;Percidae;Etheostoma;artesiae;Etheostoma_artesiae;Redspot Darter;NAm;USA;BP6;15;0.0884;Population;1;;144;0.679;0.79;9.75;NA;31.8276;-90.75237;8;5;35;30;24133654057;24133654.06;;;;;;;;;;;;;;
1339;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;LR1;15;0.108;Population;1;;144;0.583;0.599;6.5;NA;35.82868;-92.40498;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1340;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;LR2;15;0.0665;Population;1;;144;0.817;0.753;9.625;NA;35.6326;-92.37105;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1341;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;LR3;15;0.1001;Population;1;;144;0.792;0.749;8.5;NA;35.80017;-91.98058;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1342;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;LR4;15;0.0618;Population;1;;144;0.742;0.809;10;NA;35.56358;-91.76057;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1343;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;LR5;15;0.0805;Population;1;;144;0.792;0.809;10.5;NA;35.41295;-91.8748;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1344;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;LR6;15;0.0805;Population;1;;144;0.725;0.798;8.375;NA;35.46985;-91.90485;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1345;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;MW1;15;0.1159;Population;1;;144;0.517;0.499;3.625;NA;36.04237;-91.21328;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1346;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;MW2;15;0.0908;Population;1;;144;0.475;0.532;6.125;NA;35.76433;-91.51462;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1347;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;MW3;15;0.0796;Population;1;;144;0.567;0.577;6.5;NA;35.77133;-91.57168;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1348;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;MW4;15;0.057;Population;1;;144;0.667;0.715;8.625;NA;35.54443;-91.5643;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1349;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;MW5;15;0.0601;Population;1;;144;0.708;0.768;8.5;NA;35.58398;-91.53147;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1350;R39;2016;Freshwater;Percidae;Etheostoma;whipplei;Etheostoma_whipplei;Redfin Darter;NAm;USA;MW6;15;0.1135;Population;1;;144;0.434;0.486;5.875;NA;35.5967;-91.7572;8;4;38;34;29501134830;29501134.83;;;;;;;;;;;;;;
1351;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PG1;15;0.0687;Population;1;;144;0.697;0.834;11.125;NA;32.09261;-89.49531;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1352;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PG2;15;0.0683;Population;1;;144;0.741;0.847;11;NA;31.84528;-89.61922;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1353;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PG3;15;0.0629;Population;1;;144;0.758;0.861;11.5;NA;32.26871;-88.73385;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1354;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PG4;15;0.0746;Population;1;;144;0.618;0.834;9.25;NA;31.4634;-89.56164;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1355;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PG5;15;0.0752;Population;1;;144;0.605;0.8;8.625;NA;32.32425;-88.57397;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1356;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PG6;15;0.0663;Population;1;;144;0.602;0.844;10.25;NA;31.93405;-89.08855;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1357;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PR1;15;0.079;Population;1;;144;0.746;0.789;9;NA;31.87142;-89.89279;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1358;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PR2;15;0.0655;Population;1;;144;0.681;0.845;10.875;NA;31.096;-89.827;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1359;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PR3;15;0.0833;Population;1;;144;0.703;0.773;9.5;NA;31.29202;-89.84538;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1360;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PR4;15;0.0789;Population;1;;144;0.753;0.785;7.5;NA;32.79817;-89.49642;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1361;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PR5;15;0.0776;Population;1;;144;0.613;0.788;9.625;NA;32.76267;-88.89478;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1362;R39;2016;Freshwater;Percidae;Etheostoma;parvipinne;Etheostoma_parvipinne;Goldstripe Darter;NAm;USA;PR6;15;0.0683;Population;1;;144;0.725;0.829;10;NA;33.15318;-89.28787;8;7;38;30;1.27648E+11;127648322;;;;;;;;;;;;;;
1363;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;a1;13;0.1109;Population;1;;11;NA;NA;NA;NA;34.819;-89.105;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1364;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;b2;21;0.1394;Population;1;;11;NA;NA;NA;NA;34.682;-89.172;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1365;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;c3;11;0.1303;Population;1;;11;NA;NA;NA;NA;34.708;-89.255;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1366;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;d+e4;15;0.1126;Population;2;One Pop - Bigger N;11;NA;NA;NA;NA;34.76;-89.332;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1367;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;f5;22;0.1398;Population;1;;11;0.822;0.766;NA;6.89;34.663;-89.412;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1368;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;g+h+i6;26;0.1272;Population;3;One Pop;11;NA;NA;NA;NA;34.395;-89.372;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1369;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;i7;21;0.1221;Population;1;;11;NA;NA;NA;NA;34.445;-89.336;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1370;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;k8;19;0.1488;Population;1;;11;NA;NA;NA;NA;34.393;-89.286;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1371;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;l9;12;0.2035;Population;1;;11;0.676;0.608;NA;4.66;34.123;-89.641;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1372;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;m10;11;0.24;Population;1;;11;0.676;0.608;NA;4.66;34.282;-89.543;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1373;R168;2012;Freshwater;Percidae;Etheostoma;raneyi;Etheostoma_raneyi;Yazoo Darter;NAm;USA;n+o+p+q11;41;0.2572;Population;4;One Pop;11;NA;NA;NA;NA;34.123;-89.641;10;1;35;34;6572619964;6572619.964;;;;;;;;;;;;;;
1374;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Bearskin Lake;54;0.168;Population;1;;38;0.672;0.684;8.14;7.49;45.731;-89.685;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1375;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Big Lake;58;0.1953;Population;1;;38;0.618;0.623;8.64;7.48;46.154;-89.767;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1376;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Butternut Lake Forest County;53;0.2573;Population;1;;38;0.57;0.56;6.57;5.67;45.923;-88.986;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1377;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Butternut Lake Price/Ashland County;43;0.1753;Population;1;;38;0.654;0.666;9.71;8.5;45.983;-90.515;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1378;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Half Moon Lake;50;0.2087;Population;1;;38;0.686;0.698;10.64;9.06;45.498;-92.438;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1379;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Lac Courte Oreilles;58;0.1513;Population;1;;38;0.758;0.767;13.36;10.7;45.892;-91.438;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1380;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Lake Nebagamon;30;0.2233;Population;1;;38;0.682;0.668;8;7.89;46.513;-91.703;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1381;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Lake Noquebay;49;0.2093;Population;1;;38;0.673;0.675;10.14;8.71;45.249;-87.924;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1382;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Lynx Lake;44;0.344;Population;1;;38;0.43;0.42;4.21;4.03;46.195;-89.666;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1383;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;McKenzie Lake;44;0.23;Population;1;;38;0.635;0.646;9.71;8.59;45.936;-92.046;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1384;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Moen Chain;44;0.2267;Population;1;;38;0.625;0.629;8.5;7.74;45.66;-89.304;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1385;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Pike/Round Chain;48;0.1707;Population;1;;38;0.615;0.648;10.14;8.81;45.928;-90.067;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
1386;R44;2012;Freshwater;Percidae;Etheostoma;nigrum;Etheostoma_nigrum;Johnny Darter;NAm;USA;Plum Lake;49;0.1607;Population;1;;38;0.676;0.697;9.86;8.55;46.004;-89.514;14;18;60;31;1.13352E+12;1133524790;;;;;;;;;;;;;;
