PopId;RefID;Year;TaxaClass;Family;Genus;Species;G_s;Common;Continent;Country;Location;n;FST;GlobalFST;PopsCombo;GroupedCoord;N.Population;Ho;He;MNA;AR;Lat;Long;Msats;Lat_extent;Lat_max_DD;Lat_min_DD;Sum_areaM;Sum_areaKM;;;;;;;;;;;;;;
7456;R880;2004;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;South Fortaleza Lake;6;0.203;Global;1;;13;0.433;0.672;NA;NA;-30.162085;-50.232268;6;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7457;R880;2004;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Southeast Barros Lake;6;0.203;Global;1;;13;0.667;0.606;NA;NA;-29.964645;-50.33426;6;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7458;R880;2004;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Southwest Barros Lake;10;0.203;Global;1;;13;0.639;0.614;NA;NA;-29.964034;-50.417186;6;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7459;R881;2009;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Alegrete;25;NA;NA;1;;4;0.36;0.56;4.77;NA;-29.88333333;-55.71666667;9;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7460;R881;2009;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Catimbau;10;NA;NA;1;;4;0.28;0.4;2.66;NA;-29.83333333;-55.75;9;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7461;R881;2009;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Cavera;20;NA;NA;1;;4;0.24;0.54;5.22;NA;-30.1;-55.55;9;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7462;R881;2009;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Rosario;15;NA;NA;1;;4;0.33;0.47;4.33;NA;-30.21666667;-54.9;9;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7463;R882;2002;Mammalia;Ctenomyidae;Ctenomys;sociabilis;Ctenomys_sociabilis;Social tuco-tuco;SAm;ARG;Estancia Rincon Grande;35;NA;NA;1;;2;0.818;0.723;NA;NA;-40.93333333;-71.05;15;0;-41;-41;1062075603;1062075.603;;;;;;;;;;;;;;
7464;R882;2002;Mammalia;Ctenomyidae;Ctenomys;haigi;Ctenomys_haigi;Haig's tuco-tuco;SAm;ARG;Rio Limay;35;NA;NA;1;;2;0.818;0.726;NA;NA;-40.93333333;-71.05;15;3;-40;-43;26893829041;26893829.04;;;;;;;;;;;;;;
7465;R883;2012;Mammalia;Ctenomyidae;Ctenomys;lami;Ctenomys_lami;Lami tuco-tuco;SAm;BRA;Block A (PI; VJ; GV; BC; PL);42;0.3638;Population;5;Middle;4;NA;NA;2.428;NA;-30.267287;-50.978878;14;3;-30;-33;3830402943;3830402.943;;;;;;;;;;
7466;R883;2012;Mammalia;Ctenomyidae;Ctenomys;lami;Ctenomys_lami;Lami tuco-tuco;SAm;BRA;Block B (IT; CO; FV; LB2; FP; BM; AC);45;0.2353;Population;7;Middle;4;NA;NA;3.143;NA;-30.158017;-50.861336;14;3;-30;-33;3830402943;3830402.943;;;;;;;;
7467;R883;2012;Mammalia;Ctenomyidae;Ctenomys;lami;Ctenomys_lami;Lami tuco-tuco;SAm;BRA;Block C (ET; SR; FR; LB4; LB3; CL1; LB5);48;0.2395;Population;7;Middle;4;NA;NA;3.326;NA;-30.030124;-50.676118;14;3;-30;-33;3830402943;3830402.943;;;;;;;;
7468;R883;2012;Mammalia;Ctenomyidae;Ctenomys;lami;Ctenomys_lami;Lami tuco-tuco;SAm;BRA;Block D (FF; CL2; CL; CL3; MG);26;0.2934;Population;5;Middle;4;NA;NA;2.483;NA;-29.920591;-50.474872;14;3;-30;-33;3830402943;3830402.943;;;;;;;;;;
7469;R884;2009;Mammalia;Ctenomyidae;Ctenomys;pearsoni;Ctenomys_pearsoni;Pearson's tuco-tuco;SAm;URY;Colonia;35;NA;NA;1;;1;0.22;0.228;4.8;NA;-34.005347;-57.596917;5;1;-34;-35;11534898504;11534898.5;;;;;;;;;;;;;;
7470;R793;2013;Mammalia;Ctenomyidae;Ctenomys;pearsoni;Ctenomys_pearsoni;Pearson's tuco-tuco;SAm;URY;Estancia El Relincho;35;NA;NA;1;;5;0.688;0.723;5.875;NA;-34.33333333;-56.96666667;8;1;-34;-35;11534898504;11534898.5;;;;;;;;;;;;;;
7471;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;Bonifacio;14;0.1514;Population;1;;8;0.64;0.8;6.5;NA;-36.78333333;-62.3;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7472;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;Daireaux;22;0.1971;Population;1;;8;0.64;0.74;6;NA;-36.56666667;-61.65;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7473;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;El Inca;14;0.1537;Population;1;;8;0.55;0.79;6.7;NA;-36.83333333;-62.15;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7474;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;La Calma;16;0.1969;Population;1;;8;0.63;0.67;4.8;NA;-36.61666667;-62.21666667;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7475;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;La Copeta;10;0.1736;Population;1;;8;0.51;0.7;5.5;NA;-36.75;-61.98333333;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7476;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;La Larga;35;0.191;Population;1;;8;0.56;0.7;6.9;NA;-36.73333333;-61.65;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7477;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;La Manuela;15;0.1324;Population;1;;8;0.63;0.77;6.4;NA;-36.8;-62.03333333;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7478;R885;2012;Mammalia;Ctenomyidae;Ctenomys;porteousi;Ctenomys_porteousi;Porteous's tuco-tuco;SAm;ARG;San Fermin;17;0.269;Population;1;;8;0.42;0.62;4.6;NA;-36.8;-62.6;8;2;-36;-38;33104569664;33104569.66;;;;;;;;;;;;;;
7479;R886;2010;Mammalia;Ctenomyidae;Ctenomys;perrensi;Ctenomys_perrensi;Goya tuco-tuco;SAm;ARG;3 de Abril;4;0.3878;Population;1;;23;0.571;0.677;2.94;1.51;-31.445411;-59.119298;16;2;-28;-30;45264471076;45264471.08;;;;;;;;;;;;;;
7480;R886;2010;Mammalia;Ctenomyidae;Ctenomys;roigi;Ctenomys_roigi;Roig's tuco-tuco;SAm;ARG;Arroyo Peguajo + Costa Mansion;12;0.3837;Population;2;Middle;23;0.552;0.697;2.78;1.545;-27.864479;-58.899264;16;0;-28;-28;151775297.1;151775.2971;;;;;;;;;;;;;;
7481;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Chavarria;7;0.3117;Population;1;;23;0.715;0.775;3.94;1.62;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7482;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Contreras Cue;11;0.7339;Population;1;;23;NA;NA;1;1;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7483;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Curuzu Laurel;5;0.3483;Population;1;;23;0.587;0.627;3.31;1.56;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7484;R886;2010;Mammalia;Ctenomyidae;Ctenomys;perrensi;Ctenomys_perrensi;Goya tuco-tuco;SAm;ARG;Goya;7;0.277;Population;1;;23;0.658;0.713;4.31;1.69;-31.445411;-59.119298;16;2;-28;-30;45264471076;45264471.08;;;;;;;;;;;;;;
7485;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Loreto;7;0.3283;Population;1;;23;0.561;0.662;3.56;1.61;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7486;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Manantiales;8;0.3752;Population;1;;23;0.66;0.648;2.94;1.49;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7487;R886;2010;Mammalia;Ctenomyidae;Ctenomys;dorbignyi;Ctenomys_dorbignyi;D'Orbigny's tuco-tuco;SAm;ARG;Mbarigui;4;0.4887;Population;1;;23;0.444;0.57;1.94;1.27;-31.445411;-59.119298;16;5;-27;-32;8814848444;8814848.444;;;;;;;;;;;;;;
7488;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Mburucuya;11;0.3183;Population;1;;23;0.511;0.588;4.06;1.45;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7489;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Pago Alegre;6;0.3483;Population;1;;23;0.448;0.585;2.87;1.5;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7490;R886;2010;Mammalia;Ctenomyidae;Ctenomys;dorbignyi;Ctenomys_dorbignyi;D'Orbigny's tuco-tuco;SAm;ARG;Paraje Angostura;8;0.4326;Population;1;;23;0.382;0.565;2.37;1.38;-31.445411;-59.119298;16;5;-27;-32;8814848444;8814848.444;;;;;;;;;;;;;;
7491;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Paraje Caiman;7;0.3548;Population;1;;23;0.517;0.58;3.44;1.56;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7492;R886;2010;Mammalia;Ctenomyidae;Ctenomys;perrensi;Ctenomys_perrensi;Goya tuco-tuco;SAm;ARG;Rincon de Ambrosio;10;0.347;Population;1;;23;0.527;0.611;3.62;1.56;-31.445411;-59.119298;16;2;-28;-30;45264471076;45264471.08;;;;;;;;;;;;;;
7493;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Saladas 1;10;0.3065;Population;1;;23;0.571;0.624;3.94;1.6;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7494;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Saladas 2;6;0.4152;Population;1;;23;0.452;0.52;2.37;1.43;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7495;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Saladas 3;8;0.35;Population;1;;23;0.587;0.624;3.31;1.56;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7496;R886;2010;Mammalia;Ctenomyidae;Ctenomys;dorbignyi;Ctenomys_dorbignyi;D'Orbigny's tuco-tuco;SAm;ARG;San Joaquin de Miraflores;7;0.3909;Population;1;;23;0.56;0.589;3.44;1.58;-31.445411;-59.119298;16;5;-27;-32;8814848444;8814848.444;;;;;;;;;;;;;;
7497;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;San Miguel;7;0.3813;Population;1;;23;0.455;0.622;3.37;1.53;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7498;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;San Roque;3;0.3722;Population;1;;23;0.568;0.693;3.13;1.65;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7499;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Santa Rosa;5;0.3557;Population;1;;23;0.656;0.653;3.31;1.61;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7500;R886;2010;Mammalia;Ctenomyidae;Ctenomys;dorbignyi;Ctenomys_dorbignyi;D'Orbigny's tuco-tuco;SAm;ARG;Sarandicito;7;0.3278;Population;1;;23;0.569;0.706;4.19;1.69;-31.445411;-59.119298;16;5;-27;-32;8814848444;8814848.444;;;;;;;;;;;;;;
7501;R886;2010;Mammalia;Ctenomyidae;Ctenomys;sp;Ctenomys_sp;Tuco-tuco;SAm;ARG;Tacuarita;10;0.697;Population;1;;23;0.3;0.345;1.12;1.03;-31.445411;-59.119298;16;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7502;R887;2010;Mammalia;Ctenomyidae;Ctenomys;australis;Ctenomys_australis;Sand dune tuco-tuco;SAm;ARG;Central;13;0.04;Population;1;;3;0.6;0.51;3.38;NA;-38.515048;-58.773852;8;1;-38;-39;3525760467;3525760.467;;;;;;;;;;;;;;
7503;R887;2010;Mammalia;Ctenomyidae;Ctenomys;australis;Ctenomys_australis;Sand dune tuco-tuco;SAm;ARG;Eastern;51;0.054;Population;1;;3;0.61;0.53;4.75;NA;-38.505352;-58.563674;8;1;-38;-39;3525760467;3525760.467;;;;;;;;;;;;;;
7504;R887;2010;Mammalia;Ctenomyidae;Ctenomys;australis;Ctenomys_australis;Sand dune tuco-tuco;SAm;ARG;Western;48;0.043;Population;1;;3;0.56;0.52;3.75;NA;-38.604619;-58.907604;8;1;-38;-39;3525760467;3525760.467;;;;;;;;;;;;;;
7505;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Butia;17;0.45;Population;1;;11;0.53;NA;3.54;NA;-30.05547222;-51.93675;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7506;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Cachoeira do Sul;41;0.45;Population;1;;11;0.4;NA;2.407;NA;-30.03472222;-52.85763889;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7507;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;General Camara;15;0.45;Population;1;;11;0.36;NA;2.27;NA;-29.91875;-51.89116667;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7508;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Itaqui;21;0.44;Population;1;;11;0.4;NA;1.585;NA;-29.40727778;-56.64188889;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7509;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Minas do Leao;15;0.45;Population;1;;11;0.48;NA;2.27;NA;-30.13222222;-52.02502778;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7510;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Pelotas;31;0.37;Population;1;;11;0.5;NA;3.04;NA;-31.74094444;-52.22286111;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7511;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Rio Grande;22;0.37;Population;1;;11;0.44;NA;2.045;NA;-31.90644444;-52.29602778;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7512;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Santa Maria;25;0.45;Population;1;;11;0.43;NA;2.135;NA;-29.92647222;-53.74130556;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7513;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Sao Gabriel;22;0.45;Population;1;;11;0.485;NA;3.065;NA;-30.64858333;-54.43269444;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7514;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Taim;22;0.37;Population;1;;11;0.39;NA;1.815;NA;-32.53775;-52.53938889;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7515;R888;2015;Mammalia;Ctenomyidae;Ctenomys;torquatus;Ctenomys_torquatus;Collared tuco-tuco;SAm;BRA;Uruguaiana;23;0.44;Population;1;;11;0.53;NA;3.2;NA;-29.48261111;-56.63766667;22;4;-30;-34;2.41182E+11;241182378;;;;;;;;;;;;;;
7516;R889;2002;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Amaral + Weber;102;0.1273;Population;2;Middle;5;0.138;0.316;4.5;NA;-29.93723;-50.251144;4;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7517;R889;2002;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Gaivota;19;0.3231;Population;1;;5;0.075;0.124;5;NA;-29.301817;-49.708215;4;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7518;R889;2002;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Maribo A;50;0.2378;Population;1;;5;0.128;0.317;5.5;NA;-29.909042;-50.257856;4;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7519;R889;2002;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Maribo B;38;0.1426;Population;1;;5;0.08;0.236;4.75;NA;-29.903095;-50.246437;4;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7520;R889;2002;Mammalia;Ctenomyidae;Ctenomys;minutus;Ctenomys_minutus;Tiny tuco-tuco;SAm;BRA;Torres;18;0.2927;Population;1;;5;0.023;0.201;4.75;NA;-29.338671;-49.731692;4;14;-17;-31;73653044497;73653044.5;;;;;;;;;;;;;;
7521;R890;2003;Mammalia;Ctenomyidae;Ctenomys;rionegrensis;Ctenomys_rionegrensis;Rio Negro Tuco-tuco;SAm;URY;Rio Negro region (8 pops);142;NA;NA;8;Middle;1;0.395;0.424;3.068;NA;-33.17749;-58.179538;11;2;-32;-34;1156889896;1156889.896;;;;;;;;;;;;;;
7522;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;DeWayne Hayes;20;NA;NA;1;;7;0.57;0.63;NA;3.77;33.36;-88.28;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7523;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;New orleans;20;NA;NA;1;;7;0.69;0.79;NA;3.95;29.5;-90;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7524;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;St catherine creek;19;NA;NA;1;;7;0.62;0.55;NA;4.29;31.22;-91.26;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7525;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;Stimpson;20;NA;NA;1;;7;0.63;0.54;NA;3.89;31.23;-87.51;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7526;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;Tall timbers;20;NA;NA;1;;7;0.56;0.62;NA;3.48;30.28;-84.13;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7527;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;Welder;20;NA;NA;1;;7;0.68;0.64;NA;4.33;28.07;-97.22;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7528;R891;2009;Mammalia;Dasypodidae;Dasypus;novemcinctus;Dasypus_novemcinctus;Nine-banded Armadillo;NAm;USA;Yazoo;20;NA;NA;1;;7;0.67;0.73;NA;3.81;33.05;-90.59;4;76;41;-35;19417170295;19417170.3;;;;;;;;;;;;;;
7529;R892;2012;Mammalia;Didelphidae;Didelphis;virginiana;Didelphis_virginiana;Virginia Opossum;NAm;USA;Upper Wabash river basin;290;0.004;Population;1;;1;0.78;0.8;10.54;10.53;40.837;-85.805;13;40;50;10;6.03287E+12;6032869757;;;;;;;;;;;;;;
7530;R893;2016;Mammalia;Didelphidae;Didelphis;virginiana;Didelphis_virginiana;Virginia Opossum;NAm;MEX;Chiapas DP1;10;0.095;Population;1;;5;0.35;0.58;3.5;NA;16.761357;-93.1431164;12;40;50;10;6.03287E+12;6032869757;;;;;;;;;;;;;;
7531;R893;2016;Mammalia;Didelphidae;Didelphis;virginiana;Didelphis_virginiana;Virginia Opossum;NAm;MEX;Chiapas DP2;48;0.055;Population;1;;5;0.5;0.58;4.08;NA;16.717898;-93.105703;12;40;50;10;6.03287E+12;6032869757;;;;;;;;;;;;;;
7532;R893;2016;Mammalia;Didelphidae;Didelphis;virginiana;Didelphis_virginiana;Virginia Opossum;NAm;MEX;Chiapas DP3;26;0.07;Population;1;;5;0.53;0.55;3.83;NA;16.608081;-93.022005;12;40;50;10;6.03287E+12;6032869757;;;;;;;;;;;;;;
7533;R893;2016;Mammalia;Didelphidae;Didelphis;virginiana;Didelphis_virginiana;Virginia Opossum;NAm;MEX;Chiapas HL1+2;21;0.0725;Population;6;One Pop;5;0.52;0.65;3.21;NA;16.752685;-92.683794;12;40;50;10;6.03287E+12;6032869757;;;;;;;;;;;;;;
7534;R893;2016;Mammalia;Didelphidae;Didelphis;virginiana;Didelphis_virginiana;Virginia Opossum;NAm;MEX;Chiapas HL3;12;0.065;Population;1;;5;0.61;0.59;3.5;NA;16.733962;-92.643626;12;40;50;10;6.03287E+12;6032869757;;;;;;;;;;;;;;
7535;R894;2008;Mammalia;Didelphidae;Micoureus;paraguayanus;Micoureus_paraguayanus;Tate's woolly mouse opossum;SAm;BRA;PEMD + Tucano + Santa Monica;44;0.043;Population;3;Middle;4;0.557;0.593;3.933;NA;-22.44955;-52.313242;10;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7536;R894;2008;Mammalia;Didelphidae;Micoureus;paraguayanus;Micoureus_paraguayanus;Tate's woolly mouse opossum;SAm;BRA;Ponte Branca;22;0.0783;Population;1;;4;0.555;0.447;3.6;NA;-22.411412;-52.512975;10;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7537;R894;2008;Mammalia;Didelphidae;Micoureus;paraguayanus;Micoureus_paraguayanus;Tate's woolly mouse opossum;SAm;BRA;Santa Maria;12;0.0802;Population;1;;4;0.504;0.571;4.6;NA;-22.9699;-52.30739;10;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7538;R894;2008;Mammalia;Didelphidae;Micoureus;paraguayanus;Micoureus_paraguayanus;Tate's woolly mouse opossum;SAm;BRA;Santa Tereza;17;0.0882;Population;1;;4;0.433;0.458;3.8;NA;-22.347664;-52.335868;10;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7539;R895;2008;Mammalia;Didelphidae;Micoureus;paraguayanus;Micoureus_paraguayanus;Tate's woolly mouse opossum;SAm;BRA;Atlantic forest;81;NA;NA;1;;1;0.37;0.464;11.25;NA;-17.805943;-43.171575;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
7540;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Dosewallips-H;45;0.0338;Population;1;;8;0.814;0.829;11.1;7.16;47.800039;-123.339738;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7541;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Dosewallips-I;31;0.0375;Population;1;;8;0.828;0.34;10.4;7.71;47.741246;-123.049166;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7542;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Dosewallips-M;26;0.0538;Population;1;;8;0.767;0.789;9.5;7.63;47.688563;-122.896539;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7543;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Duckabush-H;10;0.0463;Population;1;;8;0.824;0.84;8.62;8.62;47.643658;-122.896539;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7544;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Duckabush-M+I;47;0.027;Population;2;Middle;8;0.821;0.835;8.4;7.83;47.656902;-123.360231;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7545;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Hamma Hamma-H;27;0.0338;Population;1;;8;0.839;0.844;11;8.09;47.58353;-123.954113;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7546;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Hamma Hamma-I;32;0.0375;Population;1;;8;0.851;0.849;11.24;7.9;47.589074;-123.118796;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
7547;R896;2005;Mammalia;Dipodidae;Zapus;trinotatus;Zapus_trinotatus;Pacific jumping mouse;NAm;USA;Hamma Hamma-M;10;0.0463;Population;1;;8;0.874;0.818;6.75;6.75;47.545441;-123.041151;8;12;50;38;1.62627E+11;162626836;;;;;;;;;;;;;;
