"V1","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","spp_new"
109,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER61",0,30,"2",0.939,NA,"msats001","Aetobatus narinari"
110,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER92",0,30,"2",0.883,NA,"msats001","Aetobatus narinari"
111,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER159",0,30,"4",0.837,NA,"msats001","Aetobatus narinari"
112,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER243",0,30,"4",0.46,NA,"msats001","Aetobatus narinari"
113,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER263",0,30,"2",0.511,NA,"msats001","Aetobatus narinari"
114,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER358",0,30,"4",0.334,NA,"msats001","Aetobatus narinari"
115,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER453",0,30,"4",0.948,NA,"msats001","Aetobatus narinari"
116,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa14",0,29,"2",0.537,NA,"ppdat","Alosa alosa"
117,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa16",0,24,"2",0.655,NA,"ppdat","Alosa alosa"
118,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa20",0,29,"2",0.763,NA,"ppdat","Alosa alosa"
119,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af11",1,29,"2",0.469,NA,"ppdat","Alosa alosa"
120,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af13",1,30,"2",0.332,NA,"ppdat","Alosa alosa"
121,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af15",1,30,"2",0.342,NA,"ppdat","Alosa alosa"
122,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af20",1,27,"2",0.805,NA,"ppdat","Alosa alosa"
123,"Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af6",1,30,"2",0.241,NA,"ppdat","Alosa alosa"
124,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa14",1,23,"2",0.234,NA,"ppdat","Alosa fallax"
125,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa16",1,24,"2",0.516,NA,"ppdat","Alosa fallax"
126,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa20",1,23,"2",0.582,NA,"ppdat","Alosa fallax"
127,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af11",0,25,"2",0.32,NA,"ppdat","Alosa fallax"
128,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af13",0,24,"2",0.434,NA,"ppdat","Alosa fallax"
129,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af15",0,23,"2",0.606,NA,"ppdat","Alosa fallax"
130,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af20",0,24,"2",0.333,NA,"ppdat","Alosa fallax"
131,"Alosa fallax","Twaite shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af6",0,22,"2",0.692,NA,"ppdat","Alosa fallax"
132,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Aa-16",1,49,NA,0.232,NA,"ppdat","Alosa fallax"
133,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Aa-20",1,50,NA,0.534,NA,"ppdat","Alosa fallax"
134,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Af-11",1,50,NA,0.157,NA,"ppdat","Alosa fallax"
135,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Af-13",1,50,NA,0.462,NA,"ppdat","Alosa fallax"
136,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Af-6",1,50,NA,0.735,NA,"ppdat","Alosa fallax"
137,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Asa-16",1,50,NA,0.323,NA,"ppdat","Alosa fallax"
138,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Asa-2",1,50,NA,0.522,NA,"ppdat","Alosa fallax"
139,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Asa-8",1,50,NA,0.668,NA,"ppdat","Alosa fallax"
140,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Nissum Fjord",56.627531,8.332901,NA,"2004",1,"Asa-9",1,50,NA,0.803,NA,"ppdat","Alosa fallax"
141,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Aa-16",1,31,NA,0.242,NA,"ppdat","Alosa fallax"
142,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Aa-20",1,36,NA,0.445,NA,"ppdat","Alosa fallax"
143,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Af-11",1,35,NA,0.258,NA,"ppdat","Alosa fallax"
144,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Af-13",1,35,NA,0.255,NA,"ppdat","Alosa fallax"
145,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Af-6",1,32,NA,0.789,NA,"ppdat","Alosa fallax"
146,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Asa-16",1,36,NA,0.317,NA,"ppdat","Alosa fallax"
147,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Asa-2",1,36,NA,0.43,NA,"ppdat","Alosa fallax"
148,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Asa-8",1,36,NA,0.671,NA,"ppdat","Alosa fallax"
149,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Randers Fjord",56.716566,10.411835,NA,"2003",1,"Asa-9",1,35,NA,0.817,NA,"ppdat","Alosa fallax"
150,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Aa-16",1,50,NA,0.151,NA,"ppdat","Alosa fallax"
151,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Aa-20",1,50,NA,0.331,NA,"ppdat","Alosa fallax"
152,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Af-11",1,50,NA,0.198,NA,"ppdat","Alosa fallax"
153,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Af-13",1,50,NA,0.315,NA,"ppdat","Alosa fallax"
154,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Af-6",1,50,NA,0.782,NA,"ppdat","Alosa fallax"
155,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Asa-16",1,50,NA,0.223,NA,"ppdat","Alosa fallax"
156,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Asa-2",1,50,NA,0.46,NA,"ppdat","Alosa fallax"
157,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Asa-8",1,50,NA,0.592,NA,"ppdat","Alosa fallax"
158,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Ringkobing Fjord",55.991469,8.230019,NA,"2004",1,"Asa-9",1,50,NA,0.778,NA,"ppdat","Alosa fallax"
159,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Af-11",1,50,NA,0.233,NA,"ppdat","Alosa fallax"
160,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Af-13",1,50,NA,0.371,NA,"ppdat","Alosa fallax"
161,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Aa-20",1,50,NA,0.461,NA,"ppdat","Alosa fallax"
162,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Af-6",1,50,NA,0.697,NA,"ppdat","Alosa fallax"
163,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Asa-16",1,50,NA,0.222,NA,"ppdat","Alosa fallax"
164,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Aa-16",1,50,NA,0.315,NA,"ppdat","Alosa fallax"
165,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Asa-2",1,50,NA,0.449,NA,"ppdat","Alosa fallax"
166,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Asa-8",1,50,NA,0.601,NA,"ppdat","Alosa fallax"
167,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Denmark","Wadden Sea",54.800685,8.507995,NA,"2004",1,"Asa-9",1,50,NA,0.811,NA,"ppdat","Alosa fallax"
168,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Af-6",1,50,NA,0.786,NA,"ppdat","Alosa fallax"
169,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Asa-16",1,50,NA,0.275,NA,"ppdat","Alosa fallax"
170,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Asa-2",1,50,NA,0.458,NA,"ppdat","Alosa fallax"
171,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Asa-8",1,50,NA,0.657,NA,"ppdat","Alosa fallax"
172,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Asa-9",1,50,NA,0.807,NA,"ppdat","Alosa fallax"
173,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Aa-16",1,50,NA,0.277,NA,"ppdat","Alosa fallax"
174,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Aa-20",1,50,NA,0.331,NA,"ppdat","Alosa fallax"
175,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Af-11",1,50,NA,0.165,NA,"ppdat","Alosa fallax"
176,"Alosa fallax","Twaite shad","Volk et al. 2007 J Fish Bio",0,"Netherlands","Den Helder",53.024696,5.019836,NA,"2004",1,"Af-13",1,50,NA,0.285,NA,"ppdat","Alosa fallax"
177,"Alosa sapidissima","American shad","Brown et al. 2000 Cons Bio",0,"USA","Pamunkey River, VA 1997",37.562677,-77.001829,NA,"1997",1,"Asa-9",0,133,"2",0.77,NA,"ppdat","Alosa sapidissima"
178,"Alosa sapidissima","American shad","Brown et al. 2000 Cons Bio",0,"USA","Pamunkey River, VA 1997",37.562677,-77.001829,NA,"1997",1,"Asa-2",0,133,"3",0.91,NA,"ppdat","Alosa sapidissima"
179,"Alosa sapidissima","American shad","Brown et al. 2000 Cons Bio",0,"USA","Pamunkey River, VA 1997",37.562677,-77.001829,NA,"1997",1,"Asa-4",0,133,"3",0.69,NA,"ppdat","Alosa sapidissima"
180,"Alosa sapidissima","American shad","Brown et al. 2000 Cons Bio",0,"USA","Pamunkey River, VA 1997",37.562677,-77.001829,NA,"1997",1,"Asa-6",0,133,"3",0.81,NA,"ppdat","Alosa sapidissima"
181,"Alosa sapidissima","American shad","Brown et al. 2000 Cons Bio",0,"USA","Pamunkey River, VA 1997",37.562677,-77.001829,NA,"1997",1,"Asa-8",0,133,"4",0.81,NA,"ppdat","Alosa sapidissima"
182,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaB020",0,96,"3",0.823,NA,"ppdat","Alosa sapidissima"
183,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaC010",0,95,"4",0.853,NA,"ppdat","Alosa sapidissima"
184,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaC051",0,95,"4",0.871,NA,"ppdat","Alosa sapidissima"
185,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaC059",0,95,"4",0.848,NA,"ppdat","Alosa sapidissima"
186,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaC249",0,93,"4",0.948,NA,"ppdat","Alosa sapidissima"
187,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaC334",0,93,"4",0.877,NA,"ppdat","Alosa sapidissima"
188,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD021",0,96,"4",0.846,NA,"ppdat","Alosa sapidissima"
189,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD029",0,92,"4",0.8,NA,"ppdat","Alosa sapidissima"
190,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD030",0,96,"4",0.926,NA,"ppdat","Alosa sapidissima"
191,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD031",0,95,"4",0.81,NA,"ppdat","Alosa sapidissima"
192,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD042",0,90,"4",0.9,NA,"ppdat","Alosa sapidissima"
193,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD055",0,95,"4",0.743,NA,"ppdat","Alosa sapidissima"
194,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD278",0,90,"4",0.827,NA,"ppdat","Alosa sapidissima"
195,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD312",0,96,"4",0.88,NA,"ppdat","Alosa sapidissima"
196,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD392",0,94,"4",0.874,NA,"ppdat","Alosa sapidissima"
197,"Alosa sapidissima","American shad","Julian & Bartron 2007 Mol Ecol Notes",1,"USA","Conowingo dam, Susquehanna River, PA",39.662271,-76.176639,NA,"",1,"AsaD429",0,95,"4",0.827,NA,"ppdat","Alosa sapidissima"
198,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"1359",0,23,"2",0.602,NA,"msats001","Amphiprion clarkii"
199,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"1578",0,63,"2",0.439,NA,"msats001","Amphiprion clarkii"
200,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"915",0,29,"2",0.102,NA,"msats001","Amphiprion clarkii"
201,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"B6",1,32,NA,0.878,NA,"msats001","Amphiprion clarkii"
202,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"C1",1,30,NA,0.756,NA,"msats001","Amphiprion clarkii"
203,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"D1",1,27,"4",0.89,NA,"msats001","Amphiprion clarkii"
204,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"Cf29",1,31,"2",0.823,NA,"msats001","Amphiprion clarkii"
205,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"Cf8",1,27,"4",0.621,NA,"msats001","Amphiprion clarkii"
206,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"45",1,66,"2",0.695,NA,"msats001","Amphiprion clarkii"
207,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"65",1,52,"2",0.7,NA,"msats001","Amphiprion clarkii"
208,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"LIST12_004",1,31,"2",0.203,NA,"msats001","Amphiprion clarkii"
209,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"LIST12_012",1,11,"2",0.558,NA,"msats001","Amphiprion clarkii"
210,"Amphiprion clarkii","Yellowtail clownfish","Pinsky et al. 2010 Evol 64:2688-2700",0,"Philippines","Cebu & Leyte",10.53102,124.060192,NA,"2008",1,"LIST12_028",1,29,"2",0.73,NA,"msats001","Amphiprion clarkii"
211,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf4",0,32,"4",0.178,NA,"msats100","Amphiprion percula"
212,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf8",0,32,"4",0.16,NA,"msats100","Amphiprion percula"
213,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf12",0,32,"2",0.756,NA,"msats100","Amphiprion percula"
214,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf21",0,32,"4",0.834,NA,"msats100","Amphiprion percula"
215,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf29",0,32,"2",0.831,NA,"msats100","Amphiprion percula"
216,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf39",0,32,"2",0.908,NA,"msats100","Amphiprion percula"
217,"Amphiprion percula","Orange clownfish","Buston et al. 2007 Mol. Ecol. Res. 16:3671-3678",1,"Papua New Guinea","Madang Lagoon",-4.85,145.8,NA,"1997",1,"Cf42",0,32,"4",0.834,NA,"msats100","Amphiprion percula"
218,"Anarhichas lupus","Atlantic wolffish","McCusker & Bentzen 2010 Mol Ecol 19:4228-4241",0,"Aberdeen, Scotland, UK","North Sea",58.35563,1.281081,NA,"2002, 2004",1,"Alu9",0,66,"4",0.82,NA,"msats001","Anarhichas lupus"
219,"Anarhichas lupus","Atlantic wolffish","McCusker & Bentzen 2010 Mol Ecol 19:4228-4241",0,"Aberdeen, Scotland, UK","North Sea",58.35563,1.281081,NA,"2002, 2004",1,"Alu10",0,66,"4",0.72,NA,"msats001","Anarhichas lupus"
220,"Anarhichas lupus","Atlantic wolffish","McCusker & Bentzen 2010 Mol Ecol 19:4228-4241",0,"Aberdeen, Scotland, UK","North Sea",58.35563,1.281081,NA,"2002, 2004",1,"Alu11",0,66,"4",0.85,NA,"msats001","Anarhichas lupus"
221,"Anarhichas lupus","Atlantic wolffish","McCusker & Bentzen 2010 Mol Ecol 19:4228-4241",0,"Aberdeen, Scotland, UK","North Sea",58.35563,1.281081,NA,"2002, 2004",1,"Alu14",0,66,"4",0.76,NA,"msats001","Anarhichas lupus"
