"V1","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","spp_new"
1001,"Scomberomorus brasiliensis","Serra Spanish mackerel ","Gold et al. 2010 Fisheries Research 103:30-39","Trinidad and Tobago ","North Coast Trinidad ",10.7839,-61.4636,NA,"2007.5","ND4",25,590,0.813,NA,0.0049,NA,"Scomberomorus brasiliensis"
1002,"Scomberomorus brasiliensis","Serra Spanish mackerel ","Gold et al. 2010 Fisheries Research 103:30-39","Trinidad and Tobago ","South Coast Trinidad ",10.0573,-61.708,NA,"2007.5","ND4",25,590,0.87,NA,0.0064,NA,"Scomberomorus brasiliensis"
1003,"Scomberomorus brasiliensis","Serra Spanish mackerel ","Gold et al. 2010 Fisheries Research 103:30-39","Trinidad and Tobago ","West Coast Trinidad ",10.4505,-61.5281,NA,"2007.5","ND4",25,590,0.867,NA,0.0067,NA,"Scomberomorus brasiliensis"
1004,"Scomberomorus brasiliensis","Serra Spanish mackerel ","Gold et al. 2010 Fisheries Research 103:30-39","Venezuela ","Cumana ",10.4421,-64.2232,NA,"2007.5","ND4",29,590,0.731,NA,0.0121,NA,"Scomberomorus brasiliensis"
1005,"Scomberomorus brasiliensis","Serra Spanish mackerel ","Gold et al. 2010 Fisheries Research 103:30-39","Venezuela ","Isla de Margarita ",10.9356,-63.8565,NA,"2007.5","ND4",26,590,0.767,NA,0.0069,NA,"Scomberomorus brasiliensis"
1006,"Scomberomorus cavalla","King mackerel","Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924","Brazil","Braganca",-0.71,-46.53,NA,"","D-loop",23,380,0.545,0.021685499,0.003,0.000417029,"Scomberomorus cavalla"
1007,"Scomberomorus cavalla","King mackerel","Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924","Brazil","Fortaleza",-3.6,-38.4,NA,"","D-loop",24,380,0.735,0.017758801,0.005,0.000612372,"Scomberomorus cavalla"
1008,"Scomberomorus cavalla","King mackerel","Santa Brigida et. al 2007 Brazilian Journal of Biology 67(4):919-924","Brazil","Macapa",0.02,-51,NA,"","D-loop",17,380,0.794,0.189905394,0.005,0.000970143,"Scomberomorus cavalla"
1009,"Scomberomorus commerson","narrow-barred Spanish mackerel","Fauvelot & Borso 2001 Biological Journal of the Linnean Society 104: 886-902","Australia","Coral Sea",-20.320064,163.746228,NA,"2008","cytb",200,310,0.817,NA,0.041,NA,"Scomberomorus commerson"
1010,"Scomberomorus commerson","narrow-barred Spanish mackerel","Fauvelot & Borso 2001 Biological Journal of the Linnean Society 104: 886-902","Papua New Guinea","West Papua",-0.597565,131.055583,NA,"2008","cytb",8,310,0.929,NA,0.023,NA,"Scomberomorus commerson"
1011,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","Bahrain","Bahrain",26.380727,50.797832,NA,"2001-2002","D-loop",38,334,0.982,NA,0.035,NA,"Scomberomorus commerson"
1012,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","Iran","Bushehr",28.863912,50.69786,NA,"2001-2002","D-loop",17,334,0.993,NA,0.041,NA,"Scomberomorus commerson"
1013,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","Kuwait","Kuwait",29.122413,48.628079,NA,"2001-2002","D-loop",24,334,0.982,NA,0.042,NA,"Scomberomorus commerson"
1014,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","Oman","Masirah",20.593566,59.112462,NA,"2001-2002","D-loop",21,334,0.967,NA,0.038,NA,"Scomberomorus commerson"
1015,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","UAE","Abu Dhabi",24.607482,54.249496,NA,"2001-2002","D-loop",42,334,0.986,NA,0.038,NA,"Scomberomorus commerson"
1016,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","UAE","Dibba",25.625414,56.410141,NA,"2001-2002","D-loop",25,334,0.96,NA,0.035,NA,"Scomberomorus commerson"
1017,"Scomberomorus commerson","Narrow-barred Spanish mackerel ","Hoolihan Anand Herwherden 2006","UAE","Ras Al Khaimah",25.893152,55.830936,NA,"2001-2002","D-loop",26,334,0.991,NA,0.042,NA,"Scomberomorus commerson"
1018,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","China","DY",37.6,119.3,NA,"2007","control region",19,504,1,0.003923009,0.0213,0.002592398,"Scomberomorus niphonius"
1019,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","China","GY",34.9,119.7,NA,"2007","control region",17,504,0.9779,0.007591365,0.0252,0.003249977,"Scomberomorus niphonius"
1020,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","China","NB",28.9,22.3,NA,"2007","control region",18,504,0.9935,0.004949747,0.0249,0.00311127,"Scomberomorus niphonius"
1021,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","China","WH",37.1,122.9,NA,"2007","control region",18,504,0.9935,0.004949747,0.0295,0.003653385,"Scomberomorus niphonius"
1022,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","China","WZ",27.7,121,NA,"2008","control region",14,504,1,0.007216054,0.0242,0.003501122,"Scomberomorus niphonius"
1023,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","China","ZS",30.1,122.4,NA,"2007","control region",17,504,0.9779,0.006475701,0.023,0.002983188,"Scomberomorus niphonius"
1024,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","Japan",NA,32.4,128.8,NA,"2008","control region",22,504,1,0.00292085,0.0232,0.002601049,"Scomberomorus niphonius"
1025,"Scomberomorus niphonius","Japanese Spanish mackerel ","Shui et. al 2009 Fish Science 75:593-600","South Korea","CH ",33,126.4,NA,"2008","control region",9,504,1,0.017466667,0.0176,0.003366667,"Scomberomorus niphonius"
1026,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-16,146,NA,"","control region",43,384,0.6633,0.083,0.0052,0.0034,"Scomberomorus semifasciatus"
1027,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-17,146,NA,"","control region",17,384,0.8015,0.0812,0.0092,0.0056,"Scomberomorus semifasciatus"
1028,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-18,147,NA,"","control region",36,384,0.727,0.0835,0.0063,0.004,"Scomberomorus semifasciatus"
1029,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-20,149,NA,"","control region",27,384,0.7835,0.0721,0.0076,0.0046,"Scomberomorus semifasciatus"
1030,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-16,146,NA,"","ATPase",43,800,0.2946,0.0868,8e-04,7e-04,"Scomberomorus semifasciatus"
1031,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-17,146,NA,"","ATPase",17,800,0.6912,0.1025,0.0018,0.0013,"Scomberomorus semifasciatus"
1032,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-18,147,NA,"","ATPase",36,800,0.5444,0.0937,0.0012,0.001,"Scomberomorus semifasciatus"
1033,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Coast of Queensland",-20,149,NA,"","ATPase",27,800,0.6382,0.0985,0.0016,0.0012,"Scomberomorus semifasciatus"
1034,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-16,139,NA,"","control region",19,384,0.9143,0.0488,0.0097,0.0058,"Scomberomorus semifasciatus"
1035,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-17,140,NA,"","control region",21,384,0.8095,0.0801,0.0083,0.0051,"Scomberomorus semifasciatus"
1036,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-15,141,NA,"","control region",45,384,0.7172,0.0754,0.0074,0.0045,"Scomberomorus semifasciatus"
1037,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-11,141,NA,"","control region",22,384,0.8009,0.0879,0.0061,0.0039,"Scomberomorus semifasciatus"
1038,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-16,139,NA,"","ATPase",19,800,0.6433,0.1061,0.0016,0.0012,"Scomberomorus semifasciatus"
1039,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-17,140,NA,"","ATPase",21,800,0.6667,0.1073,0.0018,0.0012,"Scomberomorus semifasciatus"
1040,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-15,141,NA,"","ATPase",45,800,0.6606,0.0703,0.0015,0.0011,"Scomberomorus semifasciatus"
1041,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Eastern Gulf of Carpentaria (Queensland Coast)",-11,141,NA,"","ATPase",22,800,0.4675,0.1228,0.0011,9e-04,"Scomberomorus semifasciatus"
1042,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Northern Territory",-13,128,NA,"","control region",57,384,0.8885,0.0354,NA,0.0063,"Scomberomorus semifasciatus"
1043,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Northern Territory",-14,135,NA,"","control region",26,384,0.7508,0.0893,NA,0.0052,"Scomberomorus semifasciatus"
1044,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Northern Territory",-15,138,NA,"","control region",21,384,0.9143,0.0488,0.012,0.007,"Scomberomorus semifasciatus"
1045,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Northern Territory",-13,128,NA,"","ATPase",57,800,0.7343,0.0568,0.002,0.001,"Scomberomorus semifasciatus"
1046,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Northern Territory",-14,135,NA,"","ATPase",26,800,0.5015,0.1047,0.0015,0.0011,"Scomberomorus semifasciatus"
1047,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Northern Territory",-15,138,NA,"","ATPase",21,800,0.6571,0.0658,0.0015,0.0011,"Scomberomorus semifasciatus"
1048,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Western Australia",-20,120,NA,"","control region",19,384,0.9474,0.0379,0.014,0.008,"Scomberomorus semifasciatus"
1049,"Scomberomorus semifasciatus","Broad-barred king mackerel","Broderick et al. 2011 Journal of Fish Biology 79:633-661","Australia","Western Australia",-20,120,NA,"","ATPase",19,800,0.7544,0.0559,0.002,0.0014,"Scomberomorus semifasciatus"
1050,"Scomberomorus sierra","Pacific Sierra mackerel","Lopez et al. 2010 BMC Genetics 11:34","Eastern Pacific Ocean","CH",15,-93,NA,"","D-loop",47,648,1,NA,0.0214,NA,"Scomberomorus sierra"
1051,"Scomberomorus sierra","Pacific Sierra mackerel","Lopez et al. 2010 BMC Genetics 11:34","Eastern Pacific Ocean","MICH",19,-102,NA,"","D-loop",31,648,0.994,NA,0.00144,NA,"Scomberomorus sierra"
1052,"Scomberomorus sierra","Pacific Sierra mackerel","Lopez et al. 2010 BMC Genetics 11:34","Eastern Pacific Ocean","OAX",17,-95,NA,"","D-loop",50,648,0.998,NA,0.0183,NA,"Scomberomorus sierra"
1053,"Scomberomorus sierra","Pacific Sierra mackerel","Lopez et al. 2010 BMC Genetics 11:34","Eastern Pacific Ocean","SIN",22,-113,NA,"","D-loop",43,648,0.999,NA,0.0244,NA,"Scomberomorus sierra"
1054,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Iwate",39.4,142.2,NA,"","cytb",26,1141,0.948,0.006667949,0.0031,0.000353009,"Scombrops boops"
1055,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Kagoshima",31.6,131.6,NA,"","cytb",28,1141,0.971,0.004535574,0.0031,0.000340168,"Scombrops boops"
1056,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Kochi",33.13,133.99,NA,"","cytb",26,1141,0.899,0.007648529,0.0022,0.000274563,"Scombrops boops"
1057,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Nagasaki",32.9,129.3,NA,"","cytb",30,1141,0.952,0.006024948,0.0033,0.000346891,"Scombrops boops"
1058,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Niigata",38.12,138.8,NA,"","cytb",18,1141,0.974,0.006835366,0.003,0.000424264,"Scombrops boops"
1059,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Shizuoka",34.5,138.9,NA,"","cytb",30,1141,0.986,0.002921187,0.0036,0.000365148,"Scombrops boops"
1060,"Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Tottori",35.9,133.7,NA,"","cytb",28,1141,0.992,0.002267787,0.0034,0.000377964,"Scombrops boops"
1061,"Scombrops gilberti","Gnomefish","Itoi et al. 2011 Fisheries Science 77: 975-981","Japan","Iwate Prefecture",39.595573,142.265935,NA,"2008","cytb",59,1141,0.935,0.017,0.0034,0.0019,"Scombrops gilberti"
1062,"Scombrops gilberti","Gnomefish","Itoi et al. 2011 Fisheries Science 77: 975-981","Japan ","Izu Islands",34.585087,139.232151,NA,"2008.5","cytb",37,1141,0.958,0.019,0.0038,0.0021,"Scombrops gilberti"
1063,"Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","East side of San Juan Island, near Friday Harbor Laboratories",48.534,-123.001653,NA,"","control region",28,NA,NA,NA,0.012,NA,"Sebastes emphaeus"
1064,"Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","North of Shaw Island, Broken Point",48.596,-122.956162,NA,"","control region",25,NA,NA,NA,0.01,NA,"Sebastes emphaeus"
1065,"Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","Off Boeing Creek, Seattle",47.753,-122.396214,NA,"","control region",23,NA,NA,NA,0.012,NA,"Sebastes emphaeus"
1066,"Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","Point George, South of Shaw Island",48.55,-122.971097,NA,"","control region",32,NA,NA,NA,0.008,NA,"Sebastes emphaeus"
1067,"Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","West side of San Juan Island, off Eagle Cove",48.459,-123.062936,NA,"","control region",19,NA,NA,NA,0.012,NA,"Sebastes emphaeus"
1068,"Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Friday Harbor",48.553,-122.999166666667,NA,"2003","transfer RNA Pro and D-loop loci",28,395,NA,NA,0.012,NA,"Sebastes emphaeus"
1069,"Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Pt. George",48.559,-121.914166666667,NA,"2003","transfer RNA Pro and D-loop loci",32,395,NA,NA,0.008,NA,"Sebastes emphaeus"
1070,"Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Seattle",47.699,-121.949166666667,NA,"2003","transfer RNA Pro and D-loop loci",23,395,NA,NA,0.012,NA,"Sebastes emphaeus"
1071,"Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Shaw Island",48.591,-121.848611111111,NA,"2003","transfer RNA Pro and D-loop loci",25,395,NA,NA,0.01,NA,"Sebastes emphaeus"
1072,"Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Westside",48.485,-122.998611111111,NA,"2003","transfer RNA Pro and D-loop loci",19,395,NA,NA,0.012,NA,"Sebastes emphaeus"
1073,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","Canada ","N. Vancouver Is., BC",50.875,-129.25,NA,"1999","cytb",95,812,0.64,0.004309109,0.0011,9.23e-05,"Sebastes flavidus"
1074,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","Canada ","S. Vancouver Is., BC",49.12402,-126.67894,NA,"1999","cytb",85,812,0.517,0.006182518,9e-04,7.59e-05,"Sebastes flavidus"
1075,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Astoria, OR",46.075,-124.51761,NA,"1999","cytb",108,812,0.533,0.004811252,9e-04,7.7e-05,"Sebastes flavidus"
1076,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Cannon Beach, OR 1",45.90849,-124.46891,NA,"1999","cytb",32,812,0.669,0.012727922,0.0012,0.000159099,"Sebastes flavidus"
1077,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Cannon Beach, OR 2",45.69968,-124.50905,NA,"1999","cytb",42,812,0.664,0.006943651,0.0011,0.000123443,"Sebastes flavidus"
1078,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Craig, AK",54.76883,-133.78431,NA,"1999","cytb",45,812,0.663,0.008944272,0.0013,0.000149071,"Sebastes flavidus"
1079,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Eureka, CA",40.40833,-124.555,NA,"1999","cytb",5,812,0.7,0.097492564,0.001,0.000447214,"Sebastes flavidus"
1080,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Florence, OR",43.9759,-124.65957,NA,"1999","cytb",74,812,0.628,0.004882401,0.0011,0.000104623,"Sebastes flavidus"
1081,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Fort Bragg, CA",39.48122,-123.85387,NA,"1999","cytb",65,812,0.525,0.008682431,8e-04,8.68e-05,"Sebastes flavidus"
1082,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Neah Bay, WA ",48.50554,-125.79765,NA,"1999","cytb",73,812,0.666,0.005383893,0.0012,0.000105337,"Sebastes flavidus"
1083,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Port Orford, OR",42.72806,-124.67289,NA,"1999","cytb",98,812,0.52,0.005252793,9e-04,7.07e-05,"Sebastes flavidus"
1084,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Salisbury Sound, AK",57.35284,-135.90911,NA,"1999","cytb",7,812,0.714,0.06841157,0.0013,0.000415761,"Sebastes flavidus"
1085,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Francisco, CA 1",38.075,-123.45167,NA,"1999","cytb",96,812,0.388,0.006531973,6e-04,6.12e-05,"Sebastes flavidus"
1086,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Francisco, CA 2",37.87756,-123.04324,NA,"1999","cytb",67,812,0.429,0.008674031,7e-04,7.33e-05,"Sebastes flavidus"
1087,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Luis Obispo, CA",35.15105,-120.82881,NA,"1999","cytb",53,812,0.413,0.010714124,5e-04,6.87e-05,"Sebastes flavidus"
1088,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Miguel Is., CA ",34.09976,-120.54119,NA,"1999","cytb",7,812,0.286,0.074081037,3e-04,0.000188982,"Sebastes flavidus"
1089,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Santa Barbara, CA",34.34948,-119.60536,NA,"1999","cytb",10,812,0.378,0.057237226,5e-04,0.000158114,"Sebastes flavidus"
1090,"Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Santa Cruz, CA",36.81341,-122.12877,NA,"1999","cytb",40,812,0.54,0.014546477,8e-04,0.00011068,"Sebastes flavidus"
1091,"Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","California",37.788,-120,NA,"1995","control region",25,597,0.88,NA,0.0099,NA,"Sebastes helvomaculatus"
1092,"Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Fairweather Island, Gulf of Alaska",58.078,-136,NA,"1996","control region",23,597,0.87,NA,0.0117,NA,"Sebastes helvomaculatus"
1093,"Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Oregon",46.256,-119.916666666667,NA,"1995","control region",24,597,0.957,NA,0.0114,NA,"Sebastes helvomaculatus"
1094,"Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Sitka, Gulf of Alaska",57.112,-134.949166666667,NA,"1996","control region",7,597,0.857,NA,0.003,NA,"Sebastes helvomaculatus"
1095,"Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Vancouver Island, British Columbia",49.639,-124.916666666667,NA,"1995","control region",9,597,0.917,NA,0.0097,NA,"Sebastes helvomaculatus"
1096,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","Canada ","Kyuquot Sound, Canada ",50.0024,-127.3542,NA,"","cytb",11,782,0.855,NA,0.002,NA,"Sebastes miniatus"
1097,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","Mexico ","Ensenada, Mexico ",31.8321,-116.642,NA,"","cytb",38,782,0.598,NA,0.001,NA,"Sebastes miniatus"
1098,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","Mexico ","San Quintin, Mexico ",30.5729,-116.0522,NA,"","cytb",50,782,0.751,NA,0.002,NA,"Sebastes miniatus"
1099,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Bandon, Oregon",43.1175,-124.4349,NA,"","cytb",32,782,0.869,NA,0.002,NA,"Sebastes miniatus"
1100,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Bodega Bay, California ",38.2304,-123.0144,NA,"","cytb",12,782,0.785,NA,0.001,NA,"Sebastes miniatus"
1101,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Brookings, Oregon",42.05111,-124.3068,NA,"","cytb",46,782,0.776,NA,0.002,NA,"Sebastes miniatus"
1102,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Cape Blanco, Oregon",42.8385,-124.5666,NA,"","cytb",50,782,0.853,NA,0.002,NA,"Sebastes miniatus"
1103,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Depoe Bay, Oregon",44.8107,-124.0679,NA,"","cytb",56,782,0.844,NA,0.002,NA,"Sebastes miniatus"
1104,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Half Moon Bay, California",37.4632,-122.46,NA,"","cytb",45,782,0.832,NA,0.002,NA,"Sebastes miniatus"
1105,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Neah Bay, Washington ",48.424,-124.6904,NA,"","cytb",17,782,0.757,NA,0.001,NA,"Sebastes miniatus"
1106,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Palos Verdes, California ",33.7338,-118.3893,NA,"","cytb",46,782,0.452,NA,0.001,NA,"Sebastes miniatus"
1107,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Piedras Blancas, California",35.6712,-121.2893,NA,"","cytb",39,782,0.635,NA,0.001,NA,"Sebastes miniatus"
1108,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","San Diego, California ",32.727,-117.2771,NA,"","cytb",54,782,0.499,NA,0.001,NA,"Sebastes miniatus"
1109,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","San Miguel Island, California",34.0547,-120.35,NA,"","cytb",30,782,0.489,NA,0.001,NA,"Sebastes miniatus"
1110,"Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Santa Barbara, California",34.3963,-119.6937,NA,"","cytb",95,782,0.39,NA,0.001,NA,"Sebastes miniatus"
